index,variable,value,Selected
1250,Managers want to hire and promote women,Managers want to hire and promote women,True
1251,Managers want to hire and promote women,Not selected,False
1252,Managers want to hire and promote women,Not selected,False
1253,Managers want to hire and promote women,Not selected,False
1254,Managers want to hire and promote women,Managers want to hire and promote women,True
1255,Managers want to hire and promote women,Not selected,False
1256,Managers want to hire and promote women,Not selected,False
1257,Managers want to hire and promote women,Not selected,False
1258,Managers want to hire and promote women,Not selected,False
1260,Managers want to hire and promote women,Not selected,False
1261,Managers want to hire and promote women,Not selected,False
1262,Managers want to hire and promote women,Not selected,False
1263,Managers want to hire and promote women,Not selected,False
1264,Managers want to hire and promote women,Not selected,False
1265,Managers want to hire and promote women,Managers want to hire and promote women,True
1266,Managers want to hire and promote women,Not selected,False
1268,Managers want to hire and promote women,Managers want to hire and promote women,True
1269,Managers want to hire and promote women,Not selected,False
1270,Managers want to hire and promote women,Not selected,False
1271,Managers want to hire and promote women,Not selected,False
1272,Managers want to hire and promote women,Not selected,False
1273,Managers want to hire and promote women,Not selected,False
1274,Managers want to hire and promote women,Not selected,False
1275,Managers want to hire and promote women,Not selected,False
1276,Managers want to hire and promote women,Not selected,False
1277,Managers want to hire and promote women,Not selected,False
1278,Managers want to hire and promote women,Not selected,False
1279,Managers want to hire and promote women,Not selected,False
1280,Managers want to hire and promote women,Not selected,False
1282,Managers want to hire and promote women,Not selected,False
1283,Managers want to hire and promote women,Not selected,False
1284,Managers want to hire and promote women,Not selected,False
1285,Managers want to hire and promote women,Managers want to hire and promote women,True
1287,Managers want to hire and promote women,Managers want to hire and promote women,True
1288,Managers want to hire and promote women,Not selected,False
1289,Managers want to hire and promote women,Not selected,False
1290,Managers want to hire and promote women,Not selected,False
1291,Managers want to hire and promote women,Managers want to hire and promote women,True
1293,Managers want to hire and promote women,Not selected,False
1294,Managers want to hire and promote women,Not selected,False
1295,Managers want to hire and promote women,Managers want to hire and promote women,True
1297,Managers want to hire and promote women,Not selected,False
